referee,date,venue_name,venue_city,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
Marco Ortíz,2022-10-28,Estadio Nemesio Díez,Toluca,Apertura - Final,Toluca,Pachuca,False,True,1,5,0,4,1,5,0,0,0,0
Adonai Escobedo,2022-10-31,Estadio Hidalgo,Pachuca,Apertura - Final,Pachuca,Toluca,True,False,3,1,1,1,3,1,0,0,0,0
Fernando Hernandez,2023-01-07,Estadio Victoria,Aguascalientes,Clausura - 1,Necaxa,Atletico San Luis,False,True,2,3,0,0,2,3,0,0,0,0
Marco Ortíz,2023-03-25,Estadio de Mazatlán,Mazatlán,Clausura - 1,Mazatlán,Leon,False,True,1,2,1,1,1,2,0,0,0,0
Victor Caceres,2023-01-07,Estadio Azteca,Ciudad de Mexico,Clausura - 1,Club America,Club Queretaro,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2023-02-02,Estadio Jalisco,Guadalajara,Clausura - 1,Atlas,Toluca,False,False,0,0,0,0,0,0,0,0,0,0
Adonai Escobedo,2023-01-08,Estadio BBVA,Monterrey,Clausura - 1,Monterrey,Guadalajara Chivas,False,True,0,1,0,0,0,1,0,0,0,0
Oscar Macías,2023-01-08,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 1,U.N.A.M. - Pumas,FC Juarez,True,False,2,1,0,1,2,1,0,0,0,0
Oscar Mejia,2023-01-09,Estadio TSM Corona,Torreón,Clausura - 1,Santos Laguna,Tigres UANL,False,True,0,3,0,1,0,3,0,0,0,0
Diego Montaño,2023-01-10,Estadio Hidalgo,Pachuca,Clausura - 1,Pachuca,Puebla,True,False,5,1,2,1,5,1,0,0,0,0
Daniel Quintero,2023-01-09,Estadio Caliente,Tijuana,Clausura - 1,Club Tijuana,Cruz Azul,False,False,1,1,1,0,1,1,0,0,0,0
Ismael López,2023-01-13,Estadio Jalisco,Guadalajara,Clausura - 2,Atlas,Mazatlán,True,False,2,1,0,0,2,1,0,0,0,0
Daniel Quintero,2023-01-14,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 2,Atletico San Luis,Guadalajara Chivas,False,False,0,0,0,0,0,0,0,0,0,0
Jorge Camacho,2023-01-14,Estadio Cuauhtémoc,Puebla,Clausura - 2,Puebla,Club Queretaro,True,False,2,0,1,0,2,0,0,0,0,0
Cesar Ramos,2023-01-14,Estadio Azteca,Ciudad de Mexico,Clausura - 2,Cruz Azul,Monterrey,False,True,2,3,1,1,2,3,0,0,0,0
Fernando Guerrero,2023-01-15,Estadio Nemesio Díez,Toluca,Clausura - 2,Toluca,Club America,False,False,2,2,2,1,2,2,0,0,0,0
Luis Santander,2023-01-15,Estadio TSM Corona,Torreón,Clausura - 2,Santos Laguna,U.N.A.M. - Pumas,True,False,3,0,1,0,3,0,0,0,0,0
Victor Caceres,2023-01-15,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 2,FC Juarez,Club Tijuana,True,False,3,0,2,0,3,0,0,0,0,0
Marco Ortíz,2023-01-16,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 2,Tigres UANL,Pachuca,True,False,4,1,1,1,4,1,0,0,0,0
Brian Gonzalez,2023-01-17,Estadio Nou Camp,Leon,Clausura - 2,Leon,Necaxa,True,False,2,1,0,1,2,1,0,0,0,0
Cesar Ramos,2023-01-21,Estadio de Mazatlán,Mazatlán,Clausura - 3,Mazatlán,Santos Laguna,False,True,1,2,0,1,1,2,0,0,0,0
Adonai Escobedo,2023-01-21,Estadio Caliente,Tijuana,Clausura - 3,Club Tijuana,Tigres UANL,False,False,1,1,1,0,1,1,0,0,0,0
Fernando Guerrero,2023-01-22,Estadio BBVA,Monterrey,Clausura - 3,Monterrey,Atletico San Luis,True,False,3,1,2,0,3,1,0,0,0,0
Oscar Mejia,2023-01-22,Estadio Azteca,Ciudad de Mexico,Clausura - 3,Club America,Puebla,False,False,2,2,1,0,2,2,0,0,0,0
Marco Ortíz,2023-01-22,Estadio AKRON,Zapopan,Clausura - 3,Guadalajara Chivas,Toluca,False,True,1,2,1,0,1,2,0,0,0,0
Jorge Camacho,2023-01-22,Estadio Victoria,Aguascalientes,Clausura - 3,Necaxa,Cruz Azul,True,False,1,0,1,0,1,0,0,0,0,0
Edgar Morales,2023-01-22,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 3,U.N.A.M. - Pumas,Leon,True,False,4,1,2,1,4,1,0,0,0,0
Oscar Macías,2023-01-22,Estadio La Corregidora,Queretaro,Clausura - 3,Club Queretaro,Atlas,False,False,3,3,2,2,3,3,0,0,0,0
Ismael López,2023-01-23,Estadio Hidalgo,Pachuca,Clausura - 3,Pachuca,FC Juarez,True,False,4,1,1,0,4,1,0,0,0,0
Marco Ortíz,2023-01-27,Estadio Jalisco,Guadalajara,Clausura - 4,Atlas,Santos Laguna,False,False,2,2,0,1,2,2,0,0,0,0
Jesús López,2023-01-28,Estadio Cuauhtémoc,Puebla,Clausura - 4,Puebla,Monterrey,False,True,1,2,1,0,1,2,0,0,0,0
Ismael López,2023-01-28,Estadio Caliente,Tijuana,Clausura - 4,Club Tijuana,U.N.A.M. - Pumas,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Mejia,2023-03-30,Estadio La Corregidora,Queretaro,Clausura - 4,Club Queretaro,Cruz Azul,False,False,2,2,0,1,2,2,0,0,0,0
Diego Montaño,2023-01-29,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 4,Tigres UANL,Atletico San Luis,False,False,0,0,0,0,0,0,0,0,0,0
Luis Santander,2023-01-29,Estadio Azteca,Ciudad de Mexico,Clausura - 4,Club America,Mazatlán,True,False,6,0,4,0,6,0,0,0,0,0
Cesar Ramos,2023-01-29,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 4,FC Juarez,Guadalajara Chivas,False,True,1,2,0,2,1,2,0,0,0,0
Adonai Escobedo,2023-01-29,Estadio Nemesio Díez,Toluca,Clausura - 4,Toluca,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Victor Caceres,2023-01-30,Estadio Hidalgo,Pachuca,Clausura - 4,Pachuca,Necaxa,True,False,2,1,1,0,2,1,0,0,0,0
Adonai Escobedo,2023-02-03,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 5,Atletico San Luis,Puebla,True,False,2,0,0,0,2,0,0,0,0,0
Cesar Ramos,2023-02-04,Estadio Victoria,Aguascalientes,Clausura - 5,Necaxa,Club Tijuana,False,False,1,1,0,1,1,1,0,0,0,0
Marco Ortíz,2023-02-04,Estadio de Mazatlán,Mazatlán,Clausura - 5,Mazatlán,FC Juarez,False,True,2,3,1,1,2,3,0,0,0,0
Guillermo Pacheco,2023-02-04,Estadio Nou Camp,Leon,Clausura - 5,Leon,Pachuca,False,True,0,1,0,1,0,1,0,0,0,0
Luis Santander,2023-02-05,Estadio Azteca,Ciudad de Mexico,Clausura - 5,Cruz Azul,Tigres UANL,False,True,0,1,0,1,0,1,0,0,0,0
Diego Montaño,2023-02-05,Estadio TSM Corona,Torreón,Clausura - 5,Santos Laguna,Club America,False,False,2,2,2,1,2,2,0,0,0,0
Daniel Quintero,2023-02-05,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 5,U.N.A.M. - Pumas,Atlas,False,False,2,2,2,1,2,2,0,0,0,0
Edgar Morales,2023-02-05,Estadio AKRON,Zapopan,Clausura - 5,Guadalajara Chivas,Club Queretaro,False,False,1,1,0,0,1,1,0,0,0,0
Victor Caceres,2023-02-06,Estadio BBVA,Monterrey,Clausura - 5,Monterrey,Toluca,True,False,2,1,2,0,2,1,0,0,0,0
Jesús López,2023-02-10,Estadio La Corregidora,Queretaro,Clausura - 6,Club Queretaro,Leon,False,True,0,3,0,2,0,3,0,0,0,0
Oscar Mejia,2023-02-10,Estadio Jalisco,Guadalajara,Clausura - 6,Atlas,Monterrey,False,True,0,2,0,0,0,2,0,0,0,0
Edgar Morales,2023-02-11,Estadio Cuauhtémoc,Puebla,Clausura - 6,Puebla,Mazatlán,True,False,3,1,3,0,3,1,0,0,0,0
Luis Santander,2023-02-11,Estadio Caliente,Tijuana,Clausura - 6,Club Tijuana,Atletico San Luis,True,False,1,0,0,0,1,0,0,0,0,0
Ismael López,2023-02-11,Estadio Azteca,Ciudad de Mexico,Clausura - 6,Club America,Necaxa,True,False,2,1,1,0,2,1,0,0,0,0
Guillermo Pacheco,2023-02-12,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 6,FC Juarez,Santos Laguna,True,False,3,1,0,1,3,1,0,0,0,0
Fernando Hernandez,2023-02-12,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 6,Tigres UANL,U.N.A.M. - Pumas,True,False,4,2,3,1,4,2,0,0,0,0
Adonai Escobedo,2023-02-12,Estadio Hidalgo,Pachuca,Clausura - 6,Pachuca,Guadalajara Chivas,False,False,1,1,0,1,1,1,0,0,0,0
Marco Ortíz,2023-02-12,Estadio Nemesio Díez,Toluca,Clausura - 6,Toluca,Cruz Azul,True,False,3,1,1,1,3,1,0,0,0,0
Oscar Macías,2023-02-15,Estadio Nou Camp,Leon,Clausura - 7,Leon,Puebla,True,False,2,0,0,0,2,0,0,0,0,0
Cesar Ramos,2023-02-15,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 7,Tigres UANL,FC Juarez,False,False,0,0,0,0,0,0,0,0,0,0
Fernando Hernandez,2023-02-15,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 7,Atletico San Luis,Club America,False,True,1,3,1,2,1,3,0,0,0,0
Brian Gonzalez,2023-02-16,Estadio BBVA,Monterrey,Clausura - 7,Monterrey,Club Queretaro,True,False,2,0,2,0,2,0,0,0,0,0
Diego Montaño,2023-02-16,Estadio AKRON,Zapopan,Clausura - 7,Guadalajara Chivas,Club Tijuana,True,False,2,1,1,1,2,1,0,0,0,0
Fernando Guerrero,2023-02-16,Estadio Victoria,Aguascalientes,Clausura - 7,Necaxa,U.N.A.M. - Pumas,True,False,3,1,2,1,3,1,0,0,0,0
Erick Miranda,2023-02-17,Estadio de Mazatlán,Mazatlán,Clausura - 7,Mazatlán,Pachuca,False,True,2,3,0,1,2,3,0,0,0,0
Cesar Ramos,2023-02-23,Estadio Azteca,Ciudad de Mexico,Clausura - 7,Cruz Azul,Atlas,True,False,1,0,0,0,1,0,0,0,0,0
Fernando Guerrero,2023-02-24,Estadio TSM Corona,Torreón,Clausura - 7,Santos Laguna,Toluca,False,True,0,5,0,2,0,5,0,0,0,0
Oscar Mejia,2023-02-18,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 8,Atletico San Luis,Santos Laguna,False,False,1,1,1,0,1,1,0,0,0,0
Ismael López,2023-02-18,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 8,FC Juarez,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Eduardo Galvan,2023-02-18,Estadio Cuauhtémoc,Puebla,Clausura - 8,Puebla,Cruz Azul,False,True,1,3,0,1,1,3,0,0,0,0
Guillermo Pacheco,2023-02-19,Estadio BBVA,Monterrey,Clausura - 8,Monterrey,Necaxa,True,False,2,1,0,0,2,1,0,0,0,0
Adonai Escobedo,2023-02-19,Estadio Jalisco,Guadalajara,Clausura - 8,Atlas,Tigres UANL,False,True,0,1,0,1,0,1,0,0,0,0
Marco Ortíz,2023-02-19,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 8,U.N.A.M. - Pumas,Guadalajara Chivas,False,True,1,2,0,2,1,2,0,0,0,0
Fernando Hernandez,2023-02-19,Estadio La Corregidora,Queretaro,Clausura - 8,Club Queretaro,Mazatlán,False,False,1,1,1,0,1,1,0,0,0,0
Fernando Guerrero,2023-02-20,Estadio Azteca,Ciudad de Mexico,Clausura - 8,Club America,Club Tijuana,True,False,2,1,1,0,2,1,0,0,0,0
Luis Santander,2023-02-20,Estadio Hidalgo,Pachuca,Clausura - 8,Pachuca,Toluca,False,True,1,2,0,1,1,2,0,0,0,0
Marco Ortíz,2023-02-25,Estadio Victoria,Aguascalientes,Clausura - 9,Necaxa,Club Queretaro,False,False,1,1,1,0,1,1,0,0,0,0
Eduardo Galvan,2023-02-25,Estadio de Mazatlán,Mazatlán,Clausura - 9,Mazatlán,U.N.A.M. - Pumas,False,True,1,2,1,0,1,2,0,0,0,0
Oscar Macías,2023-02-25,Estadio Azteca,Ciudad de Mexico,Clausura - 9,Cruz Azul,FC Juarez,True,False,1,0,1,0,1,0,0,0,0,0
Daniel Quintero,2023-02-26,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 9,Tigres UANL,Guadalajara Chivas,False,True,1,2,0,2,1,2,0,0,0,0
Luis Santander,2023-02-26,Estadio Jalisco,Guadalajara,Clausura - 9,Atlas,Club America,False,False,2,2,1,2,2,2,0,0,0,0
Jorge Camacho,2023-02-26,Estadio Nemesio Díez,Toluca,Clausura - 9,Toluca,Atletico San Luis,True,False,2,0,2,0,2,0,0,0,0,0
Brian Gonzalez,2023-02-27,Estadio TSM Corona,Torreón,Clausura - 9,Santos Laguna,Puebla,True,False,3,2,2,0,3,2,0,0,0,0
Fernando Hernandez,2023-02-27,Estadio Caliente,Tijuana,Clausura - 9,Club Tijuana,Pachuca,True,False,2,0,2,0,2,0,0,0,0,0
Cesar Ramos,2023-02-28,Estadio Nou Camp,Leon,Clausura - 9,Leon,Monterrey,False,False,1,1,1,0,1,1,0,0,0,0
Fernando Hernandez,2023-03-04,Estadio Victoria,Aguascalientes,Clausura - 10,Necaxa,Tigres UANL,False,True,0,1,0,1,0,1,0,0,0,0
Jesús López,2023-03-04,Estadio de Mazatlán,Mazatlán,Clausura - 10,Mazatlán,Cruz Azul,True,False,3,1,1,1,3,1,0,0,0,0
Daniel Quintero,2023-03-04,Estadio Caliente,Tijuana,Clausura - 10,Club Tijuana,Atlas,False,False,1,1,1,1,1,1,0,0,0,0
Fernando Guerrero,2023-03-04,Estadio Nou Camp,Leon,Clausura - 10,Leon,Atletico San Luis,True,False,2,0,0,0,2,0,0,0,0,0
Luis Santander,2023-03-05,Estadio BBVA,Monterrey,Clausura - 10,Monterrey,FC Juarez,True,False,3,0,1,0,3,0,0,0,0,0
Adonai Escobedo,2023-03-05,Estadio Azteca,Ciudad de Mexico,Clausura - 10,Club America,Pachuca,False,True,0,3,0,3,0,3,0,0,0,0
Victor Caceres,2023-03-05,Estadio AKRON,Zapopan,Clausura - 10,Guadalajara Chivas,Santos Laguna,True,False,2,0,2,0,2,0,0,0,0,0
Cesar Ramos,2023-03-05,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 10,U.N.A.M. - Pumas,Puebla,False,True,2,4,1,2,2,4,0,0,0,0
Oscar Macías,2023-03-06,Estadio La Corregidora,Queretaro,Clausura - 10,Club Queretaro,Toluca,True,False,1,0,1,0,1,0,0,0,0,0
Cesar Ramos,2023-03-11,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 11,Atletico San Luis,Club Queretaro,True,False,2,0,0,0,2,0,0,0,0,0
Oscar Mejia,2023-03-11,Estadio Cuauhtémoc,Puebla,Clausura - 11,Puebla,Guadalajara Chivas,True,False,1,0,1,0,1,0,0,0,0,0
Marco Ortíz,2023-03-11,Estadio Jalisco,Guadalajara,Clausura - 11,Atlas,Leon,False,True,0,1,0,1,0,1,0,0,0,0
Daniel Quintero,2023-03-12,Estadio Azteca,Ciudad de Mexico,Clausura - 11,Cruz Azul,U.N.A.M. - Pumas,True,False,1,0,0,0,1,0,0,0,0,0
Victor Caceres,2023-03-12,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 11,Tigres UANL,Club America,False,True,0,2,0,1,0,2,0,0,0,0
Luis Santander,2023-03-12,Estadio Nemesio Díez,Toluca,Clausura - 11,Toluca,Mazatlán,True,False,4,1,2,1,4,1,0,0,0,0
Fernando Guerrero,2023-03-13,Estadio Hidalgo,Pachuca,Clausura - 11,Pachuca,Monterrey,False,True,1,2,1,1,1,2,0,0,0,0
Ismael López,2023-03-13,Estadio TSM Corona,Torreón,Clausura - 11,Santos Laguna,Club Tijuana,True,False,3,2,1,1,3,2,0,0,0,0
Erick Miranda,2023-03-13,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 11,FC Juarez,Necaxa,False,False,1,1,0,0,1,1,0,0,0,0
Oscar Macías,2023-03-18,Estadio Cuauhtémoc,Puebla,Clausura - 12,Puebla,Atlas,False,True,0,4,0,2,0,4,0,0,0,0
Daniel Quintero,2023-03-18,Estadio de Mazatlán,Mazatlán,Clausura - 12,Mazatlán,Necaxa,False,True,0,1,0,1,0,1,0,0,0,0
Edgar Morales,2023-03-18,Estadio Caliente,Tijuana,Clausura - 12,Club Tijuana,Toluca,False,False,3,3,0,3,3,3,0,0,0,0
Guillermo Pacheco,2023-03-18,Estadio Azteca,Ciudad de Mexico,Clausura - 12,Cruz Azul,Atletico San Luis,True,False,1,0,0,0,1,0,0,0,0,0
Cesar Ramos,2023-03-19,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 12,Tigres UANL,Monterrey,False,True,0,1,0,0,0,1,0,0,0,0
Marco Ortíz,2023-03-19,Estadio AKRON,Zapopan,Clausura - 12,Guadalajara Chivas,Club America,False,True,2,4,0,3,2,4,0,0,0,0
Victor Caceres,2023-03-19,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 12,U.N.A.M. - Pumas,Pachuca,False,True,0,2,0,0,0,2,0,0,0,0
Fernando Guerrero,2023-03-20,Estadio La Corregidora,Queretaro,Clausura - 12,Club Queretaro,FC Juarez,False,False,2,2,1,0,2,2,0,0,0,0
Adonai Escobedo,2023-03-20,Estadio Nou Camp,Leon,Clausura - 12,Leon,Santos Laguna,True,False,4,1,3,0,4,1,0,0,0,0
Edgar Morales,2023-04-01,Estadio Victoria,Aguascalientes,Clausura - 13,Necaxa,Santos Laguna,False,False,0,0,0,0,0,0,0,0,0,0
Diego Montaño,2023-04-01,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 13,FC Juarez,Puebla,False,True,0,2,0,0,0,2,0,0,0,0
Luis Santander,2023-04-01,Estadio Hidalgo,Pachuca,Clausura - 13,Pachuca,Cruz Azul,False,True,0,2,0,1,0,2,0,0,0,0
Fernando Hernandez,2023-04-02,Estadio Azteca,Ciudad de Mexico,Clausura - 13,Club America,Leon,False,False,2,2,0,1,2,2,0,0,0,0
Oscar Macías,2023-04-02,Estadio BBVA,Monterrey,Clausura - 13,Monterrey,Club Tijuana,True,False,4,0,3,0,4,0,0,0,0,0
Cesar Ramos,2023-04-02,Estadio Jalisco,Guadalajara,Clausura - 13,Atlas,Guadalajara Chivas,False,False,3,3,2,2,3,3,0,0,0,0
Marco Ortíz,2023-04-02,Estadio Nemesio Díez,Toluca,Clausura - 13,Toluca,Tigres UANL,True,False,3,2,2,0,3,2,0,0,0,0
Erick Miranda,2023-04-02,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 13,Atletico San Luis,Mazatlán,True,False,2,1,1,0,2,1,0,0,0,0
Adonai Escobedo,2023-04-03,Estadio La Corregidora,Queretaro,Clausura - 13,Club Queretaro,U.N.A.M. - Pumas,True,False,1,0,0,0,1,0,0,0,0,0
Ismael López,2023-04-08,Estadio Cuauhtémoc,Puebla,Clausura - 14,Puebla,Toluca,False,True,1,2,0,2,1,2,0,0,0,0
Luis Santander,2023-04-08,Estadio Caliente,Tijuana,Clausura - 14,Club Tijuana,Club Queretaro,False,True,1,2,0,1,1,2,0,0,0,0
Diego Montaño,2023-04-09,Estadio Nou Camp,Leon,Clausura - 14,Leon,Cruz Azul,False,False,0,0,0,0,0,0,0,0,0,0
Brian Gonzalez,2023-04-08,Estadio AKRON,Zapopan,Clausura - 14,Guadalajara Chivas,Necaxa,True,False,1,0,0,0,1,0,0,0,0,0
Fernando Guerrero,2023-04-09,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 14,Tigres UANL,Mazatlán,False,True,1,2,0,2,1,2,0,0,0,0
Victor Caceres,2023-04-09,Estadio Azteca,Ciudad de Mexico,Clausura - 14,Club America,Monterrey,True,False,2,1,1,1,2,1,0,0,0,0
Oscar Mejia,2023-04-09,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 14,U.N.A.M. - Pumas,Atletico San Luis,True,False,3,1,2,1,3,1,0,0,0,0
Oscar Macías,2023-04-10,Estadio TSM Corona,Torreón,Clausura - 14,Santos Laguna,Pachuca,False,True,1,4,1,2,1,4,0,0,0,0
Adonai Escobedo,2023-04-10,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 14,FC Juarez,Atlas,False,False,1,1,1,1,1,1,0,0,0,0
Luis Santander,2023-04-14,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 15,Atletico San Luis,FC Juarez,True,False,2,0,1,0,2,0,0,0,0,0
Adonai Escobedo,2023-04-15,Estadio Victoria,Aguascalientes,Clausura - 15,Necaxa,Puebla,False,False,1,1,0,0,1,1,0,0,0,0
Cesar Ramos,2023-04-15,Estadio de Mazatlán,Mazatlán,Clausura - 15,Mazatlán,Club Tijuana,False,True,1,2,1,1,1,2,0,0,0,0
Edgar Morales,2023-04-15,Estadio Jalisco,Guadalajara,Clausura - 15,Atlas,Pachuca,True,False,4,1,3,0,4,1,0,0,0,0
Victor Caceres,2023-04-16,Estadio Nou Camp,Leon,Clausura - 15,Leon,Guadalajara Chivas,False,True,0,2,0,0,0,2,0,0,0,0
Fernando Guerrero,2023-04-16,Estadio Azteca,Ciudad de Mexico,Clausura - 15,Cruz Azul,Club America,False,True,1,3,1,1,1,3,0,0,0,0
Diego Montaño,2023-04-16,Estadio Olímpico Universitario,Ciudad de Mexico,Clausura - 15,U.N.A.M. - Pumas,Toluca,True,False,3,1,3,1,3,1,0,0,0,0
Oscar Macías,2023-04-16,Estadio La Corregidora,Queretaro,Clausura - 15,Club Queretaro,Tigres UANL,False,False,0,0,0,0,0,0,0,0,0,0
Marco Ortíz,2023-04-17,Estadio BBVA,Monterrey,Clausura - 15,Monterrey,Santos Laguna,False,True,1,2,1,1,1,2,0,0,0,0
Erick Miranda,2023-04-21,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - 16,Tigres UANL,Puebla,True,False,1,0,0,0,1,0,0,0,0,0
Victor Caceres,2023-04-22,Estadio Victoria,Aguascalientes,Clausura - 16,Necaxa,Atlas,False,True,1,3,0,3,1,3,0,0,0,0
Luis Santander,2023-04-22,Estadio de Mazatlán,Mazatlán,Clausura - 16,Mazatlán,Monterrey,False,True,0,2,0,1,0,2,0,0,0,0
Edgar Morales,2023-04-22,Estadio Caliente,Tijuana,Clausura - 16,Club Tijuana,Leon,False,False,0,0,0,0,0,0,0,0,0,0
Daniel Quintero,2023-04-22,Estadio Hidalgo,Pachuca,Clausura - 16,Pachuca,Atletico San Luis,True,False,2,1,0,1,2,1,0,0,0,0
Adonai Escobedo,2023-04-23,Estadio AKRON,Zapopan,Clausura - 16,Guadalajara Chivas,Cruz Azul,True,False,2,1,0,1,2,1,0,0,0,0
Cesar Ramos,2023-04-23,Estadio Azteca,Ciudad de Mexico,Clausura - 16,Club America,U.N.A.M. - Pumas,False,False,1,1,0,0,1,1,0,0,0,0
Fernando Guerrero,2023-04-23,Estadio Nemesio Díez,Toluca,Clausura - 16,Toluca,FC Juarez,False,False,1,1,1,0,1,1,0,0,0,0
Jorge Camacho,2023-04-24,Estadio TSM Corona,Torreón,Clausura - 16,Santos Laguna,Club Queretaro,False,True,0,2,0,0,0,2,0,0,0,0
Diego Montaño,2023-04-29,Estadio Cuauhtémoc,Puebla,Clausura - 17,Puebla,Club Tijuana,True,False,5,2,2,1,5,2,0,0,0,0
Daniel Quintero,2023-04-29,Estadio Olímpico Benito Juárez,Ciudad Juárez,Clausura - 17,FC Juarez,Club America,False,True,0,1,0,1,0,1,0,0,0,0
Marco Ortíz,2023-04-30,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - 17,Atletico San Luis,Atlas,False,False,0,0,0,0,0,0,0,0,0,0
Oscar Macías,2023-04-30,Estadio BBVA,Monterrey,Clausura - 17,Monterrey,U.N.A.M. - Pumas,True,False,4,1,4,1,4,1,0,0,0,0
Oscar Mejia,2023-04-30,Estadio AKRON,Zapopan,Clausura - 17,Guadalajara Chivas,Mazatlán,True,False,4,1,2,1,4,1,0,0,0,0
Luis Santander,2023-04-30,Estadio Azteca,Ciudad de Mexico,Clausura - 17,Cruz Azul,Santos Laguna,True,False,3,2,2,0,3,2,0,0,0,0
Cesar Ramos,2023-04-30,Estadio Nemesio Díez,Toluca,Clausura - 17,Toluca,Necaxa,True,False,3,0,1,0,3,0,0,0,0,0
Victor Caceres,2023-04-30,Estadio La Corregidora,Queretaro,Clausura - 17,Club Queretaro,Pachuca,False,True,0,1,0,1,0,1,0,0,0,0
Fernando Guerrero,2023-05-01,Estadio Nou Camp,Leon,Clausura - 17,Leon,Tigres UANL,True,False,3,0,2,0,3,0,0,0,0,0
Adonai Escobedo,2023-05-07,Estadio Hidalgo,Pachuca,Clausura - Reclasificacion,Pachuca,Santos Laguna,False,True,4,4,3,2,4,4,0,0,2,4
Victor Caceres,2023-05-08,Estadio Nou Camp,Leon,Clausura - Reclasificacion,Leon,Atletico San Luis,False,True,1,3,1,3,1,3,0,0,0,0
Marco Ortíz,2023-05-08,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - Reclasificacion,Tigres UANL,Puebla,True,False,1,0,0,0,1,0,0,0,0,0
Cesar Ramos,2023-05-06,Estadio Azteca,Ciudad de Mexico,Clausura - Reclasificacion,Cruz Azul,Atlas,False,True,0,1,0,1,0,1,0,0,0,0
Oscar Macías,2023-05-14,Estadio BBVA,Monterrey,Clausura - Quarter-finals,Monterrey,Santos Laguna,True,False,2,0,1,0,2,0,0,0,0,0
Luis Santander,2023-05-11,Estadio TSM Corona,Torreón,Clausura - Quarter-finals,Santos Laguna,Monterrey,False,False,0,0,0,0,0,0,0,0,0,0
Daniel Quintero,2023-05-14,Estadio Azteca,Ciudad de Mexico,Clausura - Quarter-finals,Club America,Atletico San Luis,False,True,1,2,0,2,1,2,0,0,0,0
Fernando Guerrero,2023-05-11,Estadio Alfonso Lastras Ramírez,San Luis Potosí,Clausura - Quarter-finals,Atletico San Luis,Club America,False,True,1,3,1,3,1,3,0,0,0,0
Victor Caceres,2023-05-15,Estadio AKRON,Zapopan,Clausura - Quarter-finals,Guadalajara Chivas,Atlas,True,False,1,0,0,0,1,0,0,0,0,0
Marco Ortíz,2023-05-12,Estadio Jalisco,Guadalajara,Clausura - Quarter-finals,Atlas,Guadalajara Chivas,True,False,1,0,1,0,1,0,0,0,0,0
Cesar Ramos,2023-05-14,Estadio Nemesio Díez,Toluca,Clausura - Quarter-finals,Toluca,Tigres UANL,True,False,3,1,2,0,3,1,0,0,0,0
Adonai Escobedo,2023-05-12,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - Quarter-finals,Tigres UANL,Toluca,True,False,4,1,3,1,4,1,0,0,0,0
Fernando Guerrero,2023-05-18,Estadio Universitario de Nuevo León,San Nicolás de los Garza,Clausura - Semi-finals,Tigres UANL,Monterrey,False,False,1,1,0,1,1,1,0,0,0,0
Luis Santander,2023-05-21,Estadio BBVA,Monterrey,Clausura - Semi-finals,Monterrey,Tigres UANL,False,True,0,1,0,0,0,1,0,0,0,0
Cesar Ramos,2023-05-19,Estadio AKRON,Zapopan,Clausura - Semi-finals,Guadalajara Chivas,Club America,False,True,0,1,0,0,0,1,0,0,0,0
